"id","driver_number","driver_name","driver_abb","driver_total_seasons","driver_season_rank","driver_season_points","driver_season_gps","driver_season_wins","driver_season_podiums","driver_season_poles","driver_season_fastlaps","driver_season_leadlaps","driver_career_wins_avg","driver_career_podiums_avg","driver_career_poles","driver_career_fastlaps","driver_career_gps","driver_career_season","team_name","team_season_wins","team_season_podiums","team_season_poles","team_season_fastlaps","team_season_leadlaps","team_season_points","team_average_wins","team_average_podiums","team_total_gps","team_seasons","circuit_country","circuit_name","circuit_length","circuit_temp","circuit_rain","quali_pos","quali_time","race_pos"
259,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,2,80.307,1
260,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,5,80.688,2
261,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,1,80.294,3
262,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,3,80.361,4
263,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,4,80.671,5
264,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,8,80.82,6
265,23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,6,80.76,7
266,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,9,80.979,8
267,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,10,81.417,9
268,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,14,81.94,10
269,40,"L LAWSON","LAW",1,20,0,2,0,0,0,0,0,0.0,0.0,0,0,2,1,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,12,81.758,11
270,81,"O PIASTRI","PIA",1,12,36,15,0,0,0,1,1,0.0,0.0,0,0,14,1,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,7,80.785,12
271,2,"L SARGEANT","SAR",1,19,0,15,0,0,0,0,0,0.0,0.0,0,0,14,1,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,15,81.944,13
272,24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,16,82.39,14
273,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,17,82.545,15
274,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,20,82.86,16
275,27,"N HULKENBERG","HUL",12,14,9,15,0,0,0,0,0,0.0,0.0,1,2,196,12,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,13,81.776,17
276,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,19,82.592,18
277,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,18,82.548,19
278,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Italy","Autodromo Nazionale di Monza",5793,29.3301,0.0,11,81.594,20
279,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,1,90.558,1
280,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,3,90.687,2
281,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,5,91.238,3
282,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,9,92.216,4
283,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,7,91.808,5
284,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,6,91.56,6
285,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,11,91.782,7
286,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,16,92.75,8
287,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,8,92.195,9
288,24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,15,93.543,10
289,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,12,91.998,11
290,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,19,93.032,12
291,23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,14,92.664,13
292,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,18,92.945,14
293,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,13,92.008,15
294,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,20,93.634,16
295,27,"N HULKENBERG","HUL",12,14,9,15,0,0,0,0,0,0.0,0.0,1,2,196,12,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,17,92.777,17
296,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,4,90.921,18
297,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,2,90.681,19
298,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Bahrain","Bahrain International Circuit",5412,23.6178,0.0,10,92.338,20
299,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,4,88.461,1
300,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,2,88.225,2
301,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,3,88.402,3
302,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,1,88.2,4
303,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,6,89.104,5
304,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,5,89.068,6
305,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,11,89.651,7
306,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,9,89.254,8
307,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,10,89.588,9
308,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,16,90.343,10
309,24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,13,89.819,11
310,27,"N HULKENBERG","HUL",12,14,9,15,0,0,0,0,0,0.0,0.0,1,2,196,12,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,18,90.543,12
311,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,15,91.009,13
312,23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,17,90.492,14
313,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,8,89.183,15
314,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,7,89.147,16
315,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,12,89.773,17
316,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Saudi Arabia","Jeddah Corniche Circuit",6174,25.4204,0.0,19,91.817,18
318,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,1,77.868,1
319,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,3,78.24,2
320,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,6,78.933,3
321,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,5,78.825,4
322,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,4,78.703,5
323,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,7,79.032,6
324,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,8,79.061,7
325,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,12,79.41,8
326,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,11,79.226,9
327,23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,16,80.135,10
328,24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,14,80.155,11
329,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,15,80.465,13
330,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,17,80.254,14
331,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,13,79.424,15
332,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,19,81.372,16
333,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,10,78.815,17
334,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,2,78.154,18
335,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,18,81.149,19
336,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Australia","Albert Park Grand Prix Circuit",5303,26.6974,0.0,9,79.408,20
337,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,1,87.999,1
338,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,7,89.808,2
339,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,3,89.131,3
340,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,11,80.757,4
341,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,8,90.439,5
342,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,2,88.778,6
343,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,16,80.474,7
344,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,9,91.062,8
345,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,4,89.164,9
346,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,15,88.119,10
347,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,17,80.732,12
348,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,13,81.138,13
349,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,19,82.338,14
350,24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,14,81.434,15
351,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,18,81.971,16
352,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,12,80.916,17
353,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,6,89.742,18
354,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,5,89.202,19
355,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Enzo e Dino Ferrari",4909,12.8994,0.0,10,78.99,20
356,1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"USA","Miami International Autodrome",5412,30.6173,0.0555556,3,88.991,1
357,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"USA","Miami International Autodrome",5412,30.6173,0.0555556,1,88.796,2
358,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"USA","Miami International Autodrome",5412,30.6173,0.0555556,2,88.986,3
359,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"USA","Miami International Autodrome",5412,30.6173,0.0555556,4,89.036,4
360,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"USA","Miami International Autodrome",5412,30.6173,0.0555556,12,90.173,5
361,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"USA","Miami International Autodrome",5412,30.6173,0.0555556,6,89.625,6
362,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"USA","Miami International Autodrome",5412,30.6173,0.0555556,5,89.475,7
363,23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"USA","Miami International Autodrome",5412,30.6173,0.0555556,18,91.266,9
364,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"USA","Miami International Autodrome",5412,30.6173,0.0555556,10,90.676,10
365,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"USA","Miami International Autodrome",5412,30.6173,0.0555556,11,90.16,11
366,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"USA","Miami International Autodrome",5412,30.6173,0.0555556,9,89.932,12
367,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"USA","Miami International Autodrome",5412,30.6173,0.0555556,14,90.31,13
368,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"USA","Miami International Autodrome",5412,30.6173,0.0555556,19,91.325,14
369,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"USA","Miami International Autodrome",5412,30.6173,0.0555556,15,90.423,15
370,20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"USA","Miami International Autodrome",5412,30.6173,0.0555556,16,90.975,16
